image_path;label;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
processed_data\train\Sesameseeds\17.jpg;Sesameseeds;51.056175;-1.8224999;-14.577363;11.425621;7.747771;-6.8752875;2.4066575;7.153843;0.9702947;4.90407;-7.9503064;2.0164723;-0.11184401;3.540883;-3.1753833;-3.6669912;-0.84723955;3.7409813;-3.1572301;4.1148643;-2.2254095;2.2375348;1.3445411;-1.3650982;6.4078436;2.4893036;-1.5917686;-0.3994631;1.7482986;1.2212555;1.9468699;3.9979796;4.28805;1.8229716;-1.092984;-2.7307477;6.3455153;-6.8019724;-0.72459686;2.1721537;4.693441;3.0739558;3.366564;1.3526772;-0.7606083;0.5605623;1.8916466;-5.2672997;1.5680852;1.0513173;-0.57747763;-0.7615409;-6.177324;4.8514547;3.8055494;-1.5109589;-1.912119;-0.52004397;-3.6320453;0.3101923;-0.66701967;-0.37763008;-3.843766;-2.6907754;1.3199782;-5.840534;-0.05143294;-2.6805155;1.6422099;-0.56985337;0.6184776;0.8973895;0.72836167;-3.3193514;2.6029222;6.959105;2.0009327;1.560788;2.7053163;-3.4745264;-4.47367;-0.9110976;3.0492272;-1.8020536;2.0189402;5.2056804;1.0966313;1.3274071;5.938709;2.2256906;-0.53954744;-4.2265873;-1.7240843;1.9328206;-5.8855424;3.0905747;5.0816126;3.8847015;-0.38621923;6.8601665;0.8748681;5.0639;3.847697;0.1785842;0.08930088;2.8008716;1.4899845;3.7852893;0.33826587;1.8374238;-2.2732868;-2.6521075;-1.5558553;-0.87760717;0.95766354;1.3550924;3.4191332;-0.30895153;1.1595786;3.9019198;0.84258807;0.18252267;-1.8871297;0.5259033;0.46723256;-0.378581;1.4313451;-0.16154361;1.4614353;4.426728;-0.46550092;1.4277022;4.0278883;5.5593433;-2.1983545;-3.9826329;0.87335896;-1.2118144;-1.3998635;-2.1980467;4.4993386;0.93083364;-0.52031976;-0.8564121;1.377125;3.649006;-3.098054;-4.271738;2.1727266;-0.7559527;0.38222152;2.9548025;-2.1503563;-6.652234;2.2827847;-0.55926317;0.36065432;-0.6400311;-1.0667181;-0.5924005;0.45709246;1.1429747;0.023947783;-3.9241052;-1.2227234;1.9335806;-0.4368098;0.87700295;1.7207667;0.28263333;-1.1264863;-4.0190215;0.68913627;-1.431964;4.7358904;1.0374259;1.2889787;-1.845387;-1.2108665;1.7574632;2.8804755;-3.009943;1.3855423;-1.7380458;-1.7328835;6.906315;1.5924879;2.7899563;-1.4414548;2.369278;2.646229;-2.6990907;-0.2601372;-3.893579;1.6744802;0.25587583;4.5300055;1.223422;0.36256918;2.068748
processed_data\train\Sesameseeds\153.jpg;Sesameseeds;52.184307;-20.753403;-12.358138;-6.3454113;13.2742;-4.8934903;-12.079904;0.7389028;-5.724707;-1.5547092;5.4882708;3.811697;-0.7451743;1.2757612;9.872574;3.5058525;4.853111;-0.30756584;-6.796471;-0.1496271;1.5368514;-0.40495822;-1.7253972;-4.9366713;-2.3995018;1.3283069;-2.7922888;-0.6666999;0.7321889;4.550941;0.46323478;2.2522326;2.2332957;-1.0227655;1.7986933;-9.387749;6.576833;5.2558007;-0.88467336;0.90784913;-0.7654863;5.7728467;-4.657736;-3.788697;0.7441764;-5.122575;-5.5294747;-1.3010437;0.975779;1.9937123;-1.8724742;-2.019224;-0.75096583;-0.6758111;-1.5314057;2.8419094;0.2628644;1.759405;-1.0690054;-6.4064865;-5.7173014;1.2961456;2.0297751;0.28676012;4.0268188;0.6170268;-0.2883627;2.866006;-2.9456408;0.55661714;0.9513063;6.4223943;2.7316892;3.119594;-0.15466183;-2.1779754;-0.9935508;2.4074366;3.9307714;-1.2478012;-0.52373064;1.0592095;0.08908894;-0.6941932;0.66140366;-2.5840507;0.41167313;-1.4822158;-2.2838545;-1.359153;1.5410942;-2.350703;0.07394771;-1.0258278;-0.46819967;0.5922474;-2.8716743;1.1660186;-5.8291054;-3.4470677;1.9583672;1.0417945;-0.078686595;0.69227666;-0.56169724;0.6220335;-0.71070796;-0.629513;-0.7009045;-0.21649013;0.7603796;2.4802353;-0.26761168;2.6999733;-0.3493632;-0.5240746;0.56508154;1.5344846;-6.070454;-1.9439104;-0.6067328;0.52433807;-3.597058;-0.024234409;3.7100217;-1.7256308;-0.071674645;-0.6392669;-2.2867901;-0.4510258;3.6432261;-2.7224927;3.0274909;2.0429144;-1.5876706;-0.14733241;-3.3930435;-1.5635846;-2.4016883;-1.8525844;-0.96976775;0.42010596;-1.7746177;1.3317056;0.23481639;3.2221713;-1.7468979;0.466991;-1.2794794;-0.3487066;-0.30130032;5.887264;2.8044896;-1.9332983;-0.65535784;1.8203603;-2.4067461;-3.6197984;-0.14266236;2.1809103;1.6116719;-0.4705496;-0.9861369;-1.2626971;0.52516484;-0.40295017;-2.525581;0.75533986;-0.3980894;4.3585773;0.98773795;-2.7852907;2.1585023;-0.31100422;2.2355752;4.376776;4.6181827;3.9008532;-1.8925219;-0.91185623;-0.45345432;-2.837111;2.3122625;-0.7964186;0.72693044;2.5558176;0.46448374;2.7458665;4.8466873;-1.8691946;0.4503959;-1.0188314;2.2602513;3.1562045;-0.788692;-0.3640005;-0.6698211;-3.4603543;2.3460212;-2.4111733
processed_data\train\Sesameseeds\91.jpg;Sesameseeds;75.66999;-0.5868143;-9.975734;-3.8130429;7.524249;0.6009887;-4.5702553;-7.789354;2.1190739;-2.8507872;-4.471292;-9.079222;0.39390963;-3.5424986;-1.9906911;-4.321884;-0.385302;2.0843077;6.6217017;7.5962677;-2.0985055;-0.4737002;-0.60319877;2.254486;-0.26425323;-0.20911145;-4.6216874;-1.0482751;4.6637197;0.36362475;4.8019896;3.4839046;-2.9861362;-1.0624318;2.6026018;-2.6800084;5.2780695;-3.3319454;-1.1537743;-2.704328;1.9815962;6.9981217;2.518595;-0.5692556;0.06520679;3.3445506;-3.7755194;-1.2301905;-2.9191573;0.010035335;1.0553966;5.383131;1.1537609;-5.583459;-1.8392032;-1.7376499;0.15477476;-1.4673645;-1.1240616;3.0294394;-6.6348653;-2.059488;-1.9083776;0.13291515;3.0726924;0.43351915;0.9834939;4.1153755;-2.1612356;5.667309;-2.4792027;3.5288465;-1.9752885;-0.4640423;1.1129019;-1.6272552;-1.2702413;-6.9298124;-0.7456048;0.026547566;-2.1011503;-0.49119732;-5.118864;-1.9804419;1.3990998;1.3829772;0.4304585;-3.099063;3.8283904;-3.9369335;0.71256727;6.173278;-2.252159;-6.8696623;-1.7845464;-1.5616623;0.13274367;-1.1814445;1.6188412;-1.7706181;-1.4156708;1.8408245;2.2346363;-1.5890406;1.5303917;2.1486835;4.675419;-7.031283;2.5321064;1.6465888;3.0024383;-3.1417112;2.8732529;2.9512167;3.0824378;-1.8151182;1.7936198;2.7999663;1.2178352;2.7917364;0.9342191;0.99567336;0.4726748;0.1454693;1.9772773;2.7647128;4.709292;-0.21709938;-0.25862998;3.4377224;1.4308314;0.70785517;0.9376874;-3.905309;-0.35868463;1.6887326;-0.25119033;1.1618364;-2.445426;0.7532807;-0.28549236;-1.5455556;3.6770499;-1.8898573;-2.6280043;-2.2739544;-1.4081409;-2.370938;0.097905554;-0.816472;3.0717568;-0.1503108;1.2403631;-0.6666992;0.71238726;-2.1970224;5.845511;3.9908366;2.3196166;0.41056377;-1.8618644;1.2937773;-1.074734;-0.92255455;-2.7623434;-0.8419292;0.30142334;-0.7997477;8.165345;1.3195646;-3.1279135;-0.15177678;1.2809608;-2.9923134;1.0060605;0.28153613;-0.9208453;-1.604471;-1.3233604;0.7866101;2.6990843;-3.180716;-3.4771545;1.4334271;-4.6386895;-4.7922997;3.1002085;-2.478833;-1.9394628;1.7321562;-3.3967483;-3.9097505;0.0021502115;-3.3622286;1.9411497;1.692654;-0.38035932;-1.3505197;-4.222059;0.6976597
processed_data\train\Sesameseeds\107.jpg;Sesameseeds;74.47917;3.9670131;-10.551846;-5.1722116;-2.3643677;-1.6509115;-13.092241;-6.7409663;-3.404492;-2.4001925;-7.0501914;-1.3609333;2.4061906;-6.5598645;-2.2916365;2.382809;5.415068;3.3743546;6.6871486;0.801912;2.079564;2.095144;5.1125145;-3.3405092;-3.4148436;1.5973014;4.9555864;-2.4541712;5.5964856;2.5615761;5.9061255;-0.80669963;-4.082927;-1.4412248;1.6834311;-5.355504;2.3079672;3.279395;0.30013517;-0.43663922;-0.013223573;3.0209906;3.2978437;5.6383734;-0.41431695;4.2198796;-0.56778234;-1.1351757;5.3227777;-3.4231856;4.6641736;3.2650623;-2.3192844;-1.8451242;4.12937;1.6136136;0.27127317;-2.2175057;-2.1056938;-2.5021923;2.5010636;-3.4838643;-1.0648926;3.3213868;7.9603677;-0.3046149;-3.3434644;0.25631407;-2.6667836;1.235539;-4.3618283;0.30054775;1.3739256;-0.86452496;5.4895325;1.9570506;0.9145326;-2.3226037;0.9632189;-1.8865877;-2.111912;-0.05709706;1.5885649;1.4565626;3.008248;-4.9415307;-2.5380433;-3.9024727;0.36890808;-7.3778462;1.9173939;3.0578651;-5.222519;-0.8660392;0.454213;-2.55255;2.0448258;-0.35580826;-5.989957;0.28384978;2.0269334;0.8759118;-5.073409;2.5641053;0.18634477;6.1844287;-0.93965596;-2.8972154;-0.21534216;2.160585;-0.9362967;-3.8694937;-1.2656314;2.6564991;-0.5528482;-3.4041128;1.8525429;-5.42749;3.817697;-3.3013337;0.67214024;2.1908932;3.790934;1.1182802;2.5901718;-0.6546415;-4.042165;-3.5359316;-2.4707408;-6.5755134;0.9244847;-0.30254614;2.888854;3.058093;-1.8871057;-2.8557866;2.2470381;-0.95614165;-1.6886699;-2.506042;1.2245653;2.24225;2.3679755;1.1131675;-4.919269;-0.9893046;2.468756;2.5605187;-0.12602296;1.8710508;2.1194246;4.399265;2.902467;-4.2846704;-2.2058878;-5.2655725;-0.7860136;-5.3071313;-0.0016053044;-1.9831004;-4.4422274;0.8684764;3.1023026;2.6321151;0.8442423;2.1566248;0.5736413;-1.4194992;6.28668;1.3668222;2.4534104;-2.4152498;-0.033820752;5.7406535;1.2135308;-0.59596515;3.8433278;-1.4234462;0.05746175;-1.9525172;0.71206295;-5.118591;5.620306;-0.687596;-0.7431357;0.91070974;3.4773965;2.6173327;1.0826068;-0.86845475;1.3955791;-0.15061869;-2.0945358;-1.4579579;1.7085701;0.87823695;1.9773438;-2.0955353;-0.23844677;-0.18602271
processed_data\train\Sesameseeds\51.jpg;Sesameseeds;64.62818;-0.08965087;-11.376107;-11.911351;-9.581752;-1.6025208;3.1467242;-7.2695975;-0.8591518;0.19478549;5.5861025;-2.2577283;-2.435516;-3.6764288;1.8805534;-5.629834;5.1028924;-3.550449;-4.9135814;-2.0117266;4.8006654;2.6397748;-1.3099444;-0.16904327;0.17021011;0.26582277;-0.27861747;-3.7373812;5.682122;2.6964664;3.1637905;-2.2159212;-5.92405;0.14615455;1.3798542;8.638714;1.9169767;-1.0362196;2.2051363;4.005725;-7.4922423;-0.48816335;3.598402;-3.6790142;0.8457858;1.2190804;-8.196694;0.4958382;-3.8747258;-2.7389834;2.2791052;-7.704608;2.9248178;1.5984689;-1.798448;3.0403702;-1.5176891;1.9866294;-1.2716936;2.095111;3.5240643;-1.5633408;-0.8002197;-5.0315523;-0.6005087;3.6194263;5.2646213;2.1058848;-1.9483603;4.084346;3.5648234;0.61641;-2.4689553;-5.150908;-5.7659173;0.595147;7.506964;6.5467906;-2.0500696;-0.48129344;3.5576384;-0.06710911;3.3021407;5.644196;-0.46149263;3.8279915;-2.18107;1.5264562;1.8146123;2.5728018;-0.8880769;-0.6190789;3.1258552;0.86964357;1.0175177;0.3789861;-1.4160279;-3.0832813;0.32659784;3.3651695;-1.428987;-3.8742924;-1.9541628;2.0899887;-2.0283732;1.012749;-1.732551;1.2471079;-4.6562414;-4.8046927;-3.31549;0.285346;2.5542696;-0.44526717;0.69774514;-0.9082128;-0.96033555;0.9646277;4.8964396;-2.3021064;-1.1762189;0.14222278;-2.098402;1.0818366;-0.9356281;-0.902085;3.9050279;0.11566445;-0.5467407;-1.2509449;2.1590254;-1.3264045;-2.671662;-0.937796;-0.33292142;2.3002667;-0.99697673;3.5827796;-0.9200288;1.2202387;-0.7427584;1.7639976;1.7845726;0.57577467;2.8010786;0.29936647;-3.8304236;-2.9718273;-2.011406;1.0035077;2.0102596;3.438832;0.25860992;-0.42921662;1.4647079;5.385777;-2.3440533;3.0388153;-2.558136;1.1755527;1.3548874;-3.1522317;-0.8641723;-2.9404418;-0.31979638;-1.8971335;-1.383327;0.18905595;-0.21419805;-0.76501226;-0.48135942;-7.518523;2.5566509;-0.13965447;-3.031705;-2.6222076;2.4061012;1.7591914;0.6075048;0.7405635;0.3611712;-3.3375793;2.237432;-1.0491872;2.2360938;-3.883137;-2.017194;1.8067302;-2.5786693;-3.108567;-2.4756618;-0.19504441;-0.8745888;-1.4763116;0.9529073;-3.80667;-1.9928048;5.8600545;3.4575794;-0.045345984
processed_data\train\Sesameseeds\89.jpg;Sesameseeds;64.61764;4.1699266;-17.220953;9.743881;-7.534846;-6.1501117;2.736104;-5.325601;0.5259051;0.93037826;-7.0687366;3.7951694;0.61977845;8.468871;6.2012615;3.2445576;-6.4220815;4.752194;0.50956124;-0.08404287;-0.16445443;-1.9563241;0.16309878;3.9119313;-1.4034932;-2.4370155;1.3818791;1.6257311;-3.236877;-4.526696;-4.2618365;1.1337098;-2.0164535;2.4836047;1.8251078;-0.79114014;-0.5564631;-6.2097874;-0.942779;-3.0105782;-1.6027026;4.6199217;0.62985855;-1.3459363;-0.6091992;-3.9107466;-4.410893;-2.1688375;-1.5493014;-1.1793351;-4.1472583;0.27904367;2.2904742;-0.72717416;-2.103026;3.7374847;-0.719485;3.1570394;1.4934208;-1.2573425;1.0263757;1.0787379;4.584535;-0.14184365;0.16684894;0.79264027;2.0606956;1.6569916;8.159985;-2.4132638;-3.4451509;-0.43369335;-2.6942396;-6.9801273;0.98113334;1.1654212;0.19275187;-2.0454013;3.09856;-2.6009386;-0.48657426;-0.84404576;0.4165129;-0.07195319;-3.9387581;6.270992;2.8292482;-2.8285196;-1.2787462;1.8751043;0.898791;0.35203153;-4.120212;0.8774915;3.6965146;1.0110664;0.69965726;1.305348;0.19982772;-0.49719933;0.42194742;-2.3851058;-6.2455683;-3.7437592;-3.6897395;0.5189228;3.1779418;-4.6660466;-0.66729474;0.32248142;-1.7380371;3.5469506;0.64202267;-1.4381981;1.1473967;0.008806557;-1.3082076;2.811292;1.1211342;-1.1016371;1.8542669;-0.86656344;-2.0309043;-0.70441216;-4.7514005;-0.23077108;6.3363013;1.4990506;2.0354369;-1.5467298;2.7660296;0.6894183;4.436916;-1.1918619;2.6218843;1.9957874;1.0506126;2.6187754;0.77645403;-4.343352;2.6433232;-0.9688337;2.154331;2.4076846;5.3775053;0.67626286;-2.1507092;-3.0148058;1.777065;-3.048548;2.1088083;0.6059326;2.8877478;-1.192252;-3.6465032;0.30298755;0.6376369;3.5397105;0.8348379;0.38806835;2.0759656;0.8689191;0.09743107;5.993512;2.0874603;0.961313;3.3859491;0.6274459;1.8887663;1.4347169;-0.5742947;-1.4940834;-4.2379403;3.076913;-1.3076994;-0.38440502;0.002075509;0.8631005;-1.5871762;-1.6022564;0.25585815;2.2254255;-8.073892;-2.5754197;0.76265585;-1.1385273;0.53691924;0.54834247;-0.22211024;-0.48127088;3.1959345;0.4957365;-4.19871;2.6728108;-0.7517159;0.83816594;-1.9065135;1.3843474;4.2341027;4.43615
processed_data\train\Sesameseeds\27.jpg;Sesameseeds;65.61254;2.2276604;-16.81843;-18.547596;2.8166716;5.2669277;12.936854;-2.839989;-10.440581;1.2696942;-7.0651646;-6.7514396;-0.4684245;2.605422;-3.1230283;2.6280112;7.824274;2.721987;-6.447841;-5.1999226;0.7293461;-1.7336526;4.7673364;0.6983911;2.0873315;-4.062519;3.1658554;-0.0065652276;-1.0196323;-1.7624356;-7.571921;2.330817;-1.3857541;3.651674;-0.15415014;1.6122822;-0.16965453;-0.28717324;-5.5327945;-3.6785016;-0.5116452;-5.594531;-12.127038;-2.660406;-1.2499521;-0.34665102;-0.67696077;-4.1108065;2.844093;1.0571326;3.7014778;-3.3980536;-1.4092052;-3.0033963;1.7972847;-0.33303747;1.454846;-3.3942316;3.471328;-2.3206542;-1.0814959;-2.010367;4.101877;-0.35219473;-0.79674333;-6.3764186;0.3687094;1.9693649;-4.747348;-0.36662436;4.4904532;0.7791035;1.7176992;0.7261085;3.7242894;0.29533798;-1.510047;3.6691556;-0.8874824;-1.2911136;-3.036325;0.28411022;6.844067;-2.4504826;1.5613674;-1.8256319;0.21475516;-0.5180797;0.2209438;1.2870561;-1.0484382;5.705216;-1.3928248;3.0149286;-5.104721;1.3105102;-5.1310887;-2.0564306;5.5875683;-0.92612576;0.27640748;-4.5519395;2.7981377;4.13202;-1.7590513;-0.9736756;1.2117032;-2.04336;-0.98642063;3.310653;-0.37048793;-3.101702;-5.6831403;-2.9557347;1.3342607;-2.2571201;3.4028838;2.5173726;-0.5111077;0.8327853;-2.5475774;1.6377543;-0.8804473;-4.321577;5.6710954;2.8108003;1.6358348;-0.94841117;-2.2714396;0.05115933;-3.07422;6.061753;0.10211655;-2.757946;3.060748;-1.2376521;-2.933873;1.0784622;0.4468544;-2.4651148;5.0187993;-3.840364;0.15142994;3.1690285;-0.16102943;-2.8934221;1.0767004;-1.1483383;-3.250854;-0.8046419;1.9561318;0.52561444;-1.1680505;-0.3498333;-2.8430665;1.396804;0.011849421;-1.402867;-0.6309177;-1.0545083;-3.1131253;-2.4977453;-2.4494002;-0.43330994;-2.9783483;-2.5065503;-1.6304942;1.0335714;-3.1102514;0.6184406;-1.3210361;-0.9699868;-0.87555224;-0.029456872;-1.517877;-2.6430871;4.318707;-1.3969451;-2.03427;1.6034441;1.7695312;-1.3431243;-1.3610373;-2.9883862;-0.59182274;-1.4157983;-3.8073394;-1.1763718;2.4578643;-2.6348953;-1.6898848;0.016994342;0.31260008;2.5386796;2.3669941;-0.5119506;-0.39729044;0.56251276;-1.9986254;-7.3394556
processed_data\train\Sesameseeds\69.jpg;Sesameseeds;69.24469;7.9683805;-13.693225;-7.835127;-4.0171967;3.6492097;10.204997;1.7868917;2.494215;-5.172568;1.595922;4.7883186;2.1191132;0.8234043;-6.087728;-3.4541779;-3.2092936;2.2619803;4.170725;-0.035730798;2.6256657;-2.9387188;-5.8132854;1.6766745;7.2440615;2.3800194;4.290922;3.7170694;1.2023143;-4.162388;1.2218689;2.3302007;2.3876433;0.48246768;-2.8984082;-1.9440058;0.053713176;1.529306;-1.5783662;2.9907174;-0.41020578;2.9997034;-0.3075715;1.2239841;2.46375;3.5729256;-3.4392076;-0.77485526;0.8769155;1.6604991;1.4300461;3.605107;3.882805;1.2463654;1.5091115;-0.084513195;-4.5619574;2.7533555;-0.845642;5.441168;4.8886213;-0.95711315;-4.0057983;-0.10434797;-1.7017516;0.77303284;1.2670845;-2.1445286;2.8586097;-2.0611465;5.57848;1.4444665;2.350451;4.2729306;1.4941201;0.96116245;-2.29198;0.61966187;-0.93573195;3.0598493;0.4249124;5.176468;-1.0148283;-0.64188105;-4.604235;-2.5631754;0.039812297;-3.0775373;1.137948;-6.3182054;1.528513;3.2991917;-3.3127868;-0.7666175;-2.6442122;1.0871936;-2.4832156;-2.8493645;-2.9042213;-3.5378654;-2.0981646;-5.9180093;2.1315403;3.6799543;-1.793754;0.9208807;-2.8307688;0.99897546;-1.9829963;-2.7105725;-3.3753307;2.305579;2.951593;1.3275881;1.7245045;3.8690705;-5.1089764;-3.2132113;-5.005399;-0.5938731;0.06490045;-0.6384448;-0.34467176;-1.0508171;4.725429;0.09716744;-0.20775434;1.4496222;0.14858882;-7.280612;-0.4946807;3.6449957;1.8420049;0.5027107;-1.4918318;-2.9291127;-0.8522239;-1.0912409;-1.706908;-8.253143;0.2812898;2.9520447;-1.2408009;2.5283582;-2.1023734;2.2365725;-0.086519875;-3.1185157;-0.54132307;0.67581475;2.1745274;0.46656382;1.5151285;-4.232458;2.672671;-1.9343445;1.251118;3.0526016;0.16870388;-5.454186;2.3292136;0.6003673;-4.276514;1.2411785;-0.30941334;0.28235528;-3.4686186;-0.5121823;3.656075;-2.3961859;-1.8140544;2.4235456;1.5589992;2.6495185;-3.6252518;4.780636;-4.855375;3.3983827;-2.701749;4.104992;-2.6778278;0.9783311;-1.834633;2.1181605;2.1156986;-2.4762166;1.5874901;2.4112835;1.0611728;2.4708598;-2.2838957;-2.5231752;-0.310033;3.0362785;-1.3906846;0.7441163;0.51687664;-0.23085994;-2.101574;0.44847924
processed_data\train\Sesameseeds\135.jpg;Sesameseeds;38.66408;-9.339387;-11.290902;12.814472;19.100807;-5.9637403;-8.112615;2.7591565;6.903036;2.2770023;0.2196134;-0.00071869185;3.3247232;7.321773;1.3420013;-4.446469;0.5686452;-2.153158;0.032018863;6.4389544;-1.0463625;6.011539;3.9699163;6.016052;-0.5511273;-6.700924;4.1822257;-0.6557029;-5.690423;2.5610695;4.5400295;-2.036167;-4.6092997;-4.8126926;3.1372142;-0.26054928;-2.1632612;-1.974352;1.7903022;4.9037595;-1.4231806;-3.3014975;3.1458294;4.369154;-2.7489865;-1.619501;-3.1281462;-3.647141;-1.9166297;-5.14964;-4.099254;-3.1346402;5.0394077;-0.3887862;-0.8393666;-2.3547447;5.3605795;-0.38289288;2.4264648;-2.1169286;3.1962726;0.091788255;-2.3836472;3.237926;-4.5978456;-5.2558823;1.4343956;-4.6386685;2.492395;4.298067;-2.8320277;0.16789971;-5.6990824;-2.081189;3.900107;-1.1358252;0.9727916;-3.104412;-2.770726;1.2194568;1.2788029;2.8854468;1.3510864;-2.6308823;-2.511163;3.7662165;-2.7219167;-0.812742;0.9326813;-2.7626064;-0.5418228;-1.3679165;-3.249912;-0.8751006;2.3448021;-4.884142;-1.8318921;-2.940586;3.0138853;0.94884497;4.2636514;3.5174143;1.3438575;4.0975456;-0.28946087;3.1665516;0.6313882;-1.6307149;0.5912146;-0.67882794;5.813022;-1.5179797;1.1646787;4.52013;-3.887407;3.5231004;2.426541;-3.4196355;1.2621017;2.7657962;-2.8419437;-2.0149245;-0.078583494;-0.44142264;7.9800744;-1.85919;4.445167;-0.015885985;-2.950995;-0.839418;-0.9764529;-2.3012686;1.59684;-1.7769834;-2.7709327;2.91877;-3.361862;1.8242614;1.5850614;1.5544535;-2.6729403;-1.6054287;0.8849771;3.1769927;0.80891806;-2.3037474;0.0064875125;4.04385;2.0413527;2.6831095;-3.851059;-0.76217985;0.76241887;-2.4930246;-0.36621702;-0.6638128;-3.1871593;-1.5937675;0.36394012;0.68995947;0.30668026;0.2149871;0.09858552;-0.07239741;-3.187693;-0.45477498;-0.042289097;3.1126962;-1.831142;-0.8542946;-0.03266597;4.7617087;4.3090854;-2.0291355;4.490613;-0.23415323;-1.7317975;4.1573396;-6.3158526;-1.3796325;-2.1970296;-3.2605722;1.2566582;0.28747034;5.6496043;-1.6459204;0.18921372;1.5885128;-2.5178614;1.7695;-0.4874578;-1.8723307;0.14037026;-2.1448202;-3.9107447;-3.032085;0.115515664;0.5997876;0.40377033;-4.159404
processed_data\train\Sesameseeds\33.jpg;Sesameseeds;40.628082;0.6860825;-8.676553;-5.4333134;19.126328;-3.3781047;-5.195691;7.430732;2.534674;3.4784586;4.7472644;1.0222671;2.202142;0.4429152;4.0828924;-0.6947584;-1.921765;0.32954326;-10.738933;0.3141437;-2.1139753;-0.11578146;0.9495088;-5.44812;-4.262911;-5.9670305;-1.1410699;2.3459373;-4.264567;0.8725224;2.5486822;3.6040454;1.7274404;2.472199;1.7151802;-3.9419339;0.88595074;3.0903876;1.7483574;-1.8673133;2.9992566;1.6004688;-2.323137;1.1940165;-0.96965104;-0.7738971;-4.4421;1.9851155;3.2063088;-2.4251454;2.296347;0.4616057;-5.645866;0.82303834;-1.0726401;-3.597593;0.710081;-2.0823667;6.0771728;3.9062035;-5.117475;-4.256422;-0.590404;-2.9737842;4.5795064;1.6970907;-5.743126;1.3517563;4.568141;-6.092268;3.34497;5.5756426;1.95776;-0.41211912;3.5777006;2.432369;1.6208596;1.342531;-1.8464797;0.308955;4.218422;-0.62631756;3.1026125;-4.436394;-7.271194;4.325081;-4.483361;-5.952491;3.785897;3.1333768;3.6790085;2.4288087;4.6479387;-2.3424976;-1.03732;1.2413211;1.6875024;5.130087;0.9062692;-2.883906;3.3407924;-2.314546;-3.1090775;0.49172226;4.7389836;1.0961204;2.3240173;1.732054;3.698836;-0.245895;-3.2634358;4.491222;-1.4574854;0.49556753;-2.4349155;-0.8811284;0.736095;-2.601761;-1.6059921;-0.50544655;-1.8112594;-3.6002097;-1.028507;2.5107586;-4.9767113;1.9953465;3.236442;-1.7401538;-0.90449953;-8.555839;-3.3108697;3.2673025;1.7945426;-4.0169544;-4.3550982;4.320358;-3.134224;4.827714;1.7454766;-1.3637068;0.033060983;1.1693369;2.256212;-3.7666457;4.350517;0.6133502;1.1400701;1.5468073;0.2525491;-0.93298036;-0.8016356;-2.2204242;-0.8619866;-1.4152893;1.7069398;-1.6200246;-0.8703941;-1.0733445;2.74618;1.7336723;-0.40753603;-2.8844337;1.7817727;-4.703416;1.0906193;0.7382567;-2.7262018;4.862696;-0.11321859;2.5409646;0.5766759;-0.11518336;-6.3046517;-2.5355983;-1.5029106;0.73606235;1.8092542;-1.9372247;0.21655865;-0.8293446;0.34790996;-3.9498734;3.0021253;-1.4040911;0.4532848;0.6805072;-7.2741904;1.4049337;1.10897;1.4241264;2.7945335;-0.4991531;3.7628043;-0.29745206;-1.1403552;-4.3698916;-2.3629005;3.384468;-2.7307887;2.6863549
