image_path;label;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
processed_data\train\Pearlsugar\95.jpg;Pearlsugar;-43.9809;-52.401997;-2.9693024;6.5892997;5.9325547;-4.8982487;1.7355024;-4.9528904;-0.1668273;-7.5617805;0.72555715;-8.947551;0.111330226;5.2571025;0.60890985;-5.861969;0.95759875;-3.5316815;-0.8103774;-4.8898687;4.009059;-6.52499;-3.1553414;-0.25335664;3.5109472;-1.0138127;0.27922505;1.034306;-3.388914;0.53836894;5.943882;-0.7588397;-0.6208176;-0.9375095;5.7796435;-0.16289492;-0.38656753;-3.1694388;-2.3836427;3.0814085;-2.2123358;5.3436046;4.7597094;-3.8033507;-0.45252863;2.9188883;3.6902835;3.4645648;1.322316;-1.0043199;-5.4042215;4.071504;-4.8464203;-0.0060157166;-0.06323369;-3.0846534;-3.110639;-0.6829161;-2.5645416;2.0687397;-1.9397843;-0.9445818;5.1775312;1.6675538;-0.47632957;-1.818137;-0.43632293;1.619752;3.6761675;-3.0259597;0.36420804;5.21153;2.0944161;0.37632805;-4.142934;0.27421486;-1.1976496;-0.27812794;-3.730514;-4.891017;1.2888793;-6.6637316;3.2719264;-0.27932107;-0.026445612;2.3041408;-1.860171;-0.7251966;-0.30977073;0.40223148;0.51391715;-5.0307727;0.34649682;4.7127433;3.1000617;-0.82507294;2.9592965;-5.5530043;-4.7446227;-1.9557885;-3.8241794;-1.9774681;2.6150885;1.5243944;-3.0016518;0.9252728;-2.9022546;3.8986242;1.3651261;1.2785776;-0.7624128;-2.750633;1.3422686;0.36742952;2.154217;-2.9893734;-0.16847081;-1.6494422;0.6566711;5.7271795;0.9504112;2.446183;2.334858;1.5516263;3.7443426;-1.4058582;0.17349333;-1.2037116;1.6247293;0.24150899;4.3642745;-0.87107885;2.0355225;3.6141746;-0.5124632;-1.8887479;-1.8337592;-0.63149595;0.45559084;0.20546879;-2.4236734;-1.1875193;0.49650183;0.15893467;-1.1015387;-1.0222899;0.8384553;2.1779213;3.458823;4.8677793;4.245549;0.9161817;0.33353424;-2.9002662;-0.0071068467;1.2893307;-3.9890144;3.7737794;-0.3858903;2.6519742;-4.259959;-3.2674935;-1.2273259;1.9722856;1.9706658;0.7508129;-2.5701838;0.64787656;1.4252834;1.6484814;1.3763288;1.3750267;0.019645894;1.7718071;-0.34142473;4.68913;2.9865086;-0.70090973;-4.4815807;-3.3512306;-0.34350744;-0.3483361;-1.025237;5.5368905;0.64480495;-2.3963945;-3.2012062;-0.24289124;-1.9863691;1.2319279;1.1680335;2.908233;3.7069917;0.93299526;-0.23161246;2.9340599;-5.6182914;-3.1654723;-3.806836;0.86096805
processed_data\train\Pearlsugar\147.jpg;Pearlsugar;-5.3134027;-37.94914;-2.635008;-7.437867;-1.1089535;-3.2536585;2.4458456;-6.740577;-1.9016536;1.3968445;1.0645254;-1.2088372;-0.89025646;-3.5346417;-1.8949401;-3.7749124;0.90701973;-4.6158056;8.610594;2.3281693;-5.560137;-1.7327087;-1.5636377;0.326103;3.2611494;-1.2396314;0.75493747;-2.4092531;2.6606414;-1.1572745;-1.9726647;3.4131289;-4.9059906;1.3966699;-2.6750624;-1.6033959;3.1931381;-5.145205;-0.28612623;0.27426708;-0.82559574;3.3542254;1.3943641;1.9664851;-2.501476;0.7115884;-1.3258162;0.54219043;1.07028;-5.974639;-2.3890064;-0.71621364;1.4046268;-0.16712968;-2.617163;0.5048465;-2.616132;-1.6912506;-1.4655669;-0.5383771;1.3611468;-1.1299399;1.2352506;1.7788013;0.89229214;-2.4493327;-0.19866493;2.0993972;-1.3374588;2.3518767;0.8682633;0.9784811;0.47967303;-0.129867;-1.1995559;1.8140161;0.123532794;0.6150265;-1.7676116;-3.1320312;0.061214894;-2.4600947;-1.7240801;1.4215252;2.9095066;-2.3174818;2.4056346;2.5253856;-1.6979264;2.994553;-2.9695313;-2.195995;-2.1455255;2.5529053;0.39793694;-9.353047;2.1822784;0.20778629;3.7871625;0.3481474;1.4265369;3.663286;1.9087813;-0.11575511;1.793062;1.3883278;1.4135929;-5.1549416;0.50411284;-0.018450875;2.1614356;-1.4775672;5.18434;-1.6467428;-0.4752318;-0.27926898;-5.0722594;-2.8233306;4.7878804;3.1313837;-2.1589012;-1.5536896;1.2260352;-2.1982083;-3.132432;-0.27597064;0.8895118;-4.7012177;0.64387506;1.1071537;2.9095025;3.7642694;0.25774825;-2.6421206;-2.7875803;-0.73635256;1.2302707;2.9548497;0.6845235;0.8711447;-2.078863;0.27827686;-0.19936015;1.4155345;-3.6767657;-0.20594414;-0.32959312;3.360065;0.40709272;-1.5053794;1.2977732;-1.684664;2.392413;1.6236571;1.0394074;1.4313288;1.0195768;0.98548245;0.3439688;-2.1658874;1.2847481;-0.12188661;4.4713626;-2.1048882;-0.92671514;3.5983236;-0.6871764;3.4250526;-4.7760015;1.8378032;5.245969;1.1930053;-3.372888;5.2069154;-0.40688497;-3.5291786;4.3703446;-0.87021035;0.11364594;-2.088361;-0.13069166;-0.4175607;-0.5871643;2.0975492;2.616403;3.1509721;-0.30891052;0.92142576;1.7137775;3.866966;0.039509553;-0.17440216;-2.3340275;1.2978938;-1.0953915;-1.2160003;-1.9936234;-3.425981;2.8315673;3.7305756
processed_data\train\Pearlsugar\65.jpg;Pearlsugar;-11.331066;-39.37161;-6.102662;9.215181;5.2209945;-6.8976636;-4.292814;-1.7474052;-3.9238372;2.3894458;2.9446216;-0.71453446;-1.7006215;3.8681054;-0.67216367;5.940662;2.9564743;0.65789634;1.0316191;1.6815552;0.18444017;1.9987308;4.6368594;2.6147344;0.18476717;0.20024721;0.854123;-0.27261594;-3.3909805;-5.51251;-1.3039246;-1.3954401;3.3719347;2.8305607;2.1973498;-0.37295926;3.7029047;-0.40500686;1.0243655;-2.1176035;-3.9262784;-3.2744777;-1.9170465;-0.06892243;6.134726;-2.1002092;-2.2850974;0.42669106;-0.17885661;-0.22485782;7.3557944;-4.395071;-4.498647;2.1721635;-0.369749;1.7207761;-0.9656044;-5.847128;-1.7535597;3.6557462;-2.7909572;1.3010613;-2.0591059;-1.3431425;-1.55175;5.173101;5.72941;4.207849;-0.6263301;1.1542431;3.107013;0.9170293;3.8693235;1.2274282;-0.1300521;-0.54595053;1.9474537;0.08158991;1.7595565;3.3702445;0.6544834;-2.7377088;2.6789434;0.9194667;2.1499114;4.652827;-1.2172458;2.613183;-0.4582841;-0.94020087;0.5363247;2.0048575;-0.060735278;-0.24340613;0.23747876;1.2675587;1.0462626;0.58305293;1.5052273;1.3807347;-1.1053166;-3.2299364;0.54060334;-2.7075753;2.234658;2.797278;0.7438223;1.4867421;1.2569314;2.836606;1.6448636;3.3298118;-1.334406;-2.5990217;-1.7352496;2.3255625;-1.4765891;3.731461;1.3202766;-0.52845246;-1.055088;6.780861;-0.1874618;3.4582314;-2.3468194;-2.0801575;-3.1666288;3.1056142;2.4932523;2.042693;-1.1301613;3.224545;-1.2016665;2.8590374;3.1521597;-0.964205;0.5668149;-3.7672796;-2.7368393;-2.8841465;-2.8679593;-0.6598898;-4.3730025;-2.2039187;-4.0293603;-2.4983652;-1.2150624;-0.42467633;1.6450088;-0.61229026;6.1099105;0.23410366;-2.4486399;2.084855;-3.6409638;1.7217159;-3.2612271;-2.6653256;-2.8213594;-3.9478548;-2.8623486;-1.5212259;-0.17702515;1.564662;1.3610774;2.071969;2.0869148;2.6076515;1.7372506;1.0953116;-0.3799263;-5.348367;4.173206;-1.1875988;2.8999276;-1.8690636;3.5767736;1.2706655;-2.9363723;-0.69093555;-0.5797086;-0.6310552;-1.7744371;0.2096968;2.692554;2.8978071;2.029399;1.4529935;-0.16923137;0.88163155;1.0039412;-0.58494765;0.9371884;-5.776423;0.8399923;0.54070145;2.728222;-2.4623995;-0.10171405;0.8697835
processed_data\train\Pearlsugar\83.jpg;Pearlsugar;-27.518812;-34.05158;-4.0104475;-0.4144818;-2.6529703;-0.8557798;5.6670303;-5.761404;-6.2184973;-2.1186442;6.9880815;-6.34911;6.8893094;7.9149523;-0.4013038;3.839053;-0.62742347;-1.2130888;-6.61335;-0.73766273;3.1404278;-5.23077;-0.6475879;1.1080495;0.87849504;-3.6620383;6.6534123;-0.77923447;2.1802583;-2.3507411;-0.9403779;-6.308944;2.6058335;1.7545164;0.7131341;-1.1594399;-1.391719;-2.2990873;-0.1520993;-3.3309653;1.0366881;-4.358148;-1.098951;-0.20187698;1.4283669;-3.7844045;1.0312095;1.6850145;0.42905325;6.0707026;1.989388;-6.569793;6.435995;0.92993593;-2.6746464;-3.3336475;0.6622644;2.6074975;-3.2131977;1.6989427;1.2640681;0.18682338;3.4425128;-3.6354988;-0.98807675;5.0362225;-0.33365405;-1.5988098;-3.2383394;6.2938323;1.5016136;-1.9725959;-3.5900009;-2.2935517;6.653484;3.971778;-0.18194309;2.8139715;1.3511976;1.3648685;1.5540103;-2.0760865;-1.5842842;5.6399817;1.4237441;-0.033708945;-7.1778903;-0.37772268;-3.501842;5.703316;1.1677337;-0.8501884;2.715489;1.6038846;-3.195474;3.8831203;-3.048895;0.6687704;-0.39220533;0.68733704;-0.068714604;-1.8772053;1.3044915;0.103240706;-2.7395282;3.2529035;-0.108394645;-2.9017155;-1.0762104;-2.5889804;3.3794973;-3.0608854;1.603951;-1.9823554;0.62476957;-2.547497;4.573511;3.9934776;0.17840762;0.7770081;-2.1905923;2.2626274;-1.8593433;1.1833797;0.0072135027;-2.1410444;3.6043234;-4.537413;1.235961;2.1703558;-5.21359;-1.5043336;0.83441794;-1.3552238;-0.053345278;-3.6040304;0.9375311;-0.47174302;4.998675;-2.3691394;-2.14374;-2.1197026;-0.6350643;-3.9719565;2.2462556;1.7017161;1.8060338;-0.5688226;0.7324126;1.9792851;1.8093828;-0.342794;-2.9553058;3.1449077;0.73243797;-2.3376658;0.9054503;-1.9509357;2.5685735;-1.0244657;0.24268283;-0.82580036;-0.57026285;0.6063909;1.4823318;-1.2115064;-3.4392447;-4.262357;-1.2941378;0.23450372;-4.860184;3.643054;1.3857756;0.41618648;2.4459872;6.1515374;0.88274497;-1.108023;0.8558471;-1.9271996;1.6941111;2.454507;-1.7561703;-0.48975334;-2.3593433;4.2602625;4.319305;-2.9961455;-4.30961;0.5330895;-1.0906354;-2.970842;-2.005931;-4.1554604;-4.7118187;-4.8284802;-0.74327415;2.4787881;-0.2635139;-0.21010327
processed_data\train\Pearlsugar\17.jpg;Pearlsugar;-12.863274;-33.61103;-11.50557;9.330693;-2.9433787;3.0609083;-9.64134;5.2050605;2.0544562;-2.8116772;3.384177;-4.3956647;-2.196151;-8.116745;-2.2254868;1.985636;6.031853;-1.7422061;2.010923;2.9722185;1.7754161;3.9629257;4.1378694;-0.056963634;-1.4052811;-3.2812078;-3.0312598;1.3701499;-0.8846088;1.3182864;-3.9420025;-2.3644283;3.0380542;1.7840717;-4.8468037;-0.9192726;-3.0580008;-3.2364066;-3.262443;-0.10424008;1.9710913;-3.0482523;-5.0981584;3.8378937;0.2978397;-1.157277;1.1510367;-1.2579619;-1.8882909;-0.79358584;2.756622;-3.4625514;0.8528264;5.5541897;-0.61253697;-1.2960999;-2.4516468;4.2844872;5.434386;1.1755776;-2.1847095;-2.6340508;-5.3053546;0.94962716;5.046404;-2.4092321;-0.765445;-0.6224623;-4.3199744;-2.445597;-0.84594;1.2056963;3.2987945;-1.9667337;5.1255336;-3.9841552;-6.1215596;1.6123676;2.8799243;-0.62130404;1.0095066;0.8212546;0.76528126;-0.36090875;2.8572922;-6.06488;2.3288922;0.95360464;-1.0898027;1.7885205;-3.254092;-3.9908977;0.057097174;-2.4381537;-0.18358728;5.091931;6.2647567;2.8987825;0.04518671;1.26277;-5.2836227;-1.642999;-1.3149878;2.511614;-2.6389656;-1.4171273;-1.26389;0.64465004;-0.8360286;4.472432;-4.384873;1.2503357;-0.9822805;1.8126384;-2.8512132;6.642494;0.5151679;-2.0304081;-2.5629818;2.6215832;6.458887;-0.87983817;-2.901792;-3.0970237;3.667524;-0.7663226;-1.4707261;-1.0563383;1.3802285;-2.976238;0.9634103;-1.1008307;-0.6831604;1.0474492;-1.0429579;0.19757909;-2.3885765;4.059712;0.19785704;-5.0678153;0.34853643;4.304797;-3.598552;2.5753853;-1.0246557;-2.2561684;-4.158015;3.7242641;-0.050537284;-3.5872896;-0.11910187;-1.4426543;0.13043255;3.0220733;-3.389485;1.3627094;0.5446322;1.5247128;0.72408956;1.341313;-0.93085575;1.0740507;-3.0184636;-0.6701869;-1.3871495;-0.57426584;-0.34838006;-0.6377389;-4.4475403;1.3663429;-1.6588765;-1.1927612;-0.7058069;-1.8224494;0.77082366;4.6759167;-2.9433396;-1.2401906;3.461195;2.920145;0.022823099;-3.076136;-2.588884;-1.6292466;-0.30992356;-1.8523105;-0.7640497;-0.4618078;-2.8037612;-1.3035303;-1.0487669;-0.3214634;1.0905504;-2.8815114;-0.529731;2.9423525;1.7244819;-3.7316632;-0.92518324;1.7905791
processed_data\train\Pearlsugar\159.jpg;Pearlsugar;-25.413908;-36.83037;-9.124586;19.210749;-8.478942;14.344924;7.666077;0.8482534;3.3304386;0.11393309;0.716047;-3.1317718;-2.0810702;3.6762366;-1.3627411;-1.5843087;3.6225364;0.8704329;-1.7760403;3.1501033;8.017569;2.9922192;0.21210708;1.3505659;4.887293;1.4080085;-1.5677943;-1.7175112;2.257773;-2.229993;4.4584317;3.2400053;5.280084;-3.274248;-5.0887403;2.8761706;-4.065285;-0.47318402;-0.6939109;1.1222013;-1.1330832;1.58154;-6.768342;2.9075997;-0.20667934;6.12393;1.3884895;0.12622365;-2.3460906;0.18020114;2.9451003;-2.250081;-6.001901;-2.2291548;-3.3293;2.5385072;2.3461351;0.5807495;2.18944;-2.0818934;1.6288042;-0.8341385;5.1029577;-2.7154706;-0.41500974;-1.353603;1.4798857;-2.6737604;-3.1639185;4.2981534;0.03557341;3.6113605;-0.82599187;0.64817214;-4.226123;2.76677;-4.1970015;2.1583102;2.0126488;3.5956042;-2.5448132;2.4073176;3.0262182;-2.1564102;-4.162919;0.29286095;1.3088976;6.054987;-2.1831732;-0.08234125;3.4487803;3.372033;-6.8701215;-1.1501689;0.5830096;-0.6951239;-6.419968;0.017816067;0.9518141;-0.39030448;4.2104335;-0.80847;1.146542;-4.6327715;-1.4954084;1.9325761;0.9548834;-7.068646;-6.5048985;-0.65568763;-2.0858443;0.82743704;-0.43015575;0.1860623;0.86540425;-0.73838305;-2.7811904;0.408459;-0.022198409;1.1340563;-2.2153425;1.6502451;1.7457168;-0.32636616;2.0662925;2.56091;0.39400402;1.9542935;-6.9286823;0.8206149;-0.67923087;5.0458827;-1.6751722;-1.4515631;2.1713574;2.0111084;-4.547944;1.3094785;-5.2430744;7.123288;2.3387473;0.8469439;-2.5667958;0.19260946;0.22753942;0.37776265;1.9276421;-0.12566172;-2.5213006;-3.7161531;-5.7172523;-2.2559676;-1.3492479;0.40541553;0.68584806;0.28708303;0.29128385;-1.8702202;2.0872517;-6.5121083;2.7380528;1.2159246;-2.3717406;-2.0608082;2.999881;2.2639453;-1.1566243;-0.56049305;-3.701926;-0.4227568;0.8431732;-0.8635326;0.33900186;1.3984321;-1.4638098;2.5037196;4.74928;1.6971567;3.0943918;-2.251595;2.9229488;0.13228707;7.526334;-0.27193397;-0.24537846;-2.4008095;0.15055807;0.57855994;-2.301291;4.6180444;-0.9989239;-0.0097933905;-1.8935413;-0.29489622;2.8277588;-1.6028881;-0.8982232;1.3607866;-0.02209391;1.0486467
processed_data\train\Pearlsugar\123.jpg;Pearlsugar;-6.725569;-34.34868;-1.7918507;-14.05347;-4.633165;-4.2003427;4.3015156;-6.016526;2.9827302;5.448642;3.2755063;-3.9694936;1.6813856;-3.9785411;2.9810593;6.1566443;-5.287417;-5.4099092;-2.0331109;1.3243699;-4.1177564;-2.9583986;1.9101808;4.90568;-1.5231388;2.0765474;-3.1715043;-0.885862;1.2905166;2.378434;-3.6316702;-2.4010487;-2.1345272;-2.5475817;3.6227362;-1.125087;3.5642672;5.317729;2.684027;2.963741;-3.8947802;1.1438764;2.876042;3.2736688;0.29472226;2.5048082;-1.379535;-5.4608655;0.873538;-0.55719525;-1.8665607;3.8036482;4.796895;1.7456626;0.92408717;5.488031;-1.2617201;-2.8868518;-4.318157;-1.0679781;-5.1725974;-2.4215052;2.452082;-5.451767;2.8068545;1.334208;-4.0622725;-0.5161027;-1.5348305;-0.7927201;2.3607426;1.4241161;-1.4367926;-0.7953975;0.10028655;-0.50604403;-2.512783;-2.2594342;-2.971627;-1.0568428;-1.0057442;-4.6608505;-4.1075277;0.95269686;4.717186;-0.5129655;2.7846045;2.8797197;-1.9119996;0.3478596;-2.354421;-0.77123743;2.095015;-3.3891695;0.39172187;-0.36739036;-2.282168;0.7369537;-0.12395388;-3.0855296;-2.9462805;3.612343;1.0210351;3.6803896;-0.7978584;3.872061;0.6826172;0.64447695;-0.70915043;-0.9961207;-0.986899;0.9971464;0.6293368;-1.2375401;0.2535517;3.4484131;2.8713036;-2.28975;3.1682963;-3.3996081;-3.5236318;-0.20622979;-3.076263;1.7470357;-2.518293;1.5658144;-10.007752;-0.37600505;2.5195837;-2.8223035;1.1640958;-1.6213213;-2.6576226;-1.356255;-1.6481841;0.6644525;-0.38864705;3.359078;3.4463236;-0.83843166;-3.4799936;0.50548726;-3.215245;-0.01609333;4.4696546;-0.15450782;2.6401508;-1.134323;-0.18279696;-1.3700656;-3.9329731;1.7740527;-0.72209173;-2.1622894;-1.3687689;3.4568584;-3.7420864;-0.5061386;-0.23906662;-2.0591912;3.1448987;-1.4865755;-0.073408425;0.11664855;-0.6853652;-3.4043782;0.13429384;1.2120086;-0.30754405;-4.516334;-0.6211781;-1.4673282;0.3446558;-3.430219;1.4124781;3.6610901;-0.22167853;4.5572486;-1.0865886;-6.902243;-0.51783377;-0.97295475;2.4110813;-2.2355409;-0.43560883;-1.8808085;1.3886604;-3.4898884;-1.2965906;4.6265874;-0.7621956;-0.5344235;-1.0007938;1.7600027;1.8337494;-5.19204;4.3942738;-2.551768;0.67992854;-0.59344655
processed_data\train\Pearlsugar\71.jpg;Pearlsugar;-17.009336;-38.73902;-11.34365;19.236225;-2.1819673;-2.8108232;-3.2870018;-1.8972652;2.3344538;-4.966853;-4.331373;1.0562277;0.5255423;6.0042367;-0.27879304;3.2049417;1.0307062;2.7367122;2.146574;2.3433309;1.5073534;-1.8907425;-6.9189224;-0.44994318;2.2669287;1.5347859;-5.4753475;-3.3986573;-4.324704;-4.21652;0.57054174;-3.529348;-5.843039;-2.829893;3.0745273;-1.8044047;-2.069767;1.5274237;-1.3787178;1.0873064;1.1120405;-7.0688066;-2.0809152;0.7030399;-0.70714587;-0.17034885;-0.80728716;3.8525069;-4.631643;1.473021;1.5059758;1.9307202;-1.9187212;-0.44333208;0.26423326;-1.2954168;-0.98815894;0.063074;2.4055789;1.1819917;2.8451385;0.37333456;0.008661282;-4.7567954;0.39424524;0.08966994;-0.86405385;-2.322222;0.7730423;-0.19147241;-3.3805249;1.4457054;0.3490868;-2.3306293;-3.2237213;-0.3238708;-4.018685;-2.1414082;0.02827631;3.897345;2.387994;0.12127633;-2.7149181;-0.3727645;-0.9386439;-3.5515754;-2.8276308;2.39164;0.057498075;0.4124494;-3.0542974;-2.755916;0.51399016;-0.49766487;0.36877176;0.83002084;-1.4621981;1.4761297;-0.08159718;-0.26356703;-4.9874263;-4.056978;-0.025720693;-1.1085588;6.2442675;0.82222164;5.7919254;1.329865;-1.3008152;-0.69664854;-2.390161;-0.80440253;2.1024818;-0.43707997;-1.8306371;-2.023044;-1.7017837;0.012603627;-0.50347686;-0.3013292;-0.9358236;-3.5088708;-0.90512735;-2.8914702;3.218739;2.829046;-1.7856731;2.4671474;0.20463337;-3.5290992;0.8750537;-0.66625917;-1.9247316;-4.527526;-0.2913728;-4.2863436;-0.18635117;-3.0784955;0.5650283;0.22677246;1.33758;-2.8027036;4.01001;0.78291327;5.021216;2.2264109;-2.593342;-1.2499626;-1.8180263;2.198087;-0.14440398;-0.10843737;1.181784;-3.7415726;2.259922;-0.48274526;-0.29029024;2.9048958;2.648631;0.6920522;0.020150457;-0.1862575;-1.9274309;2.1500254;-0.94536424;-1.6378073;0.517721;-1.4120141;0.5200779;3.320845;-0.73569375;2.0348673;-1.6043701;-5.8233786;0.6305113;3.3404007;1.5417992;-0.6894281;1.1205596;3.2639647;0.10493307;4.503161;2.938318;-1.914845;0.16765088;-2.0652635;0.13916522;-0.06597078;-4.407044;0.28090385;3.4456065;1.3644776;1.3272746;-0.6143953;-1.4981896;3.7782905;1.0540273;-1.1955463;-0.60093075;3.8338466
processed_data\train\Pearlsugar\91.jpg;Pearlsugar;-24.704693;-38.52751;1.3891412;-2.9755902;-11.382576;-2.4857156;-4.06121;-5.106116;4.214788;0.91683054;-0.24962904;-5.5454874;-3.8184516;0.41668925;2.1962698;-2.4745755;0.48823768;6.0928745;-2.5007653;1.7915049;-7.280892;-4.338194;-0.47413552;0.2376779;-2.5296783;2.1134331;2.4425979;6.670691;1.5069064;-2.0773675;0.51469445;1.3856072;2.515878;5.3616605;-3.2207916;0.61763215;1.5361475;3.8566449;2.0183346;0.32695413;-3.6110222;0.9836742;-0.8826556;0.27597362;1.1167343;-1.6862966;-6.23313;0.45976597;2.2743597;2.197658;-1.1420412;1.5835458;-2.8520312;0.97400343;-3.7748926;0.8201852;-3.7197266;-3.5482538;0.31112373;0.21691458;-3.699982;0.64581823;0.24718295;1.1822655;-4.729933;-2.7811723;0.06749593;-0.18670623;-0.0859445;0.3737513;1.6485903;-0.23219417;-0.18417937;-3.575898;-5.6200013;0.6346238;-1.5314498;-0.69073266;2.1807756;0.47249746;1.369158;2.4117582;3.7675319;4.1525927;0.70208794;1.0484245;3.1139047;-4.3134713;3.296075;0.113487;0.3518459;1.7255341;-0.4637169;-3.2820284;0.9422567;-1.2858537;2.6568983;-0.38082322;-4.0936494;2.78026;0.40758708;0.65213466;-1.6123633;1.7026213;1.0724788;2.9551153;-0.45971534;1.7835097;-0.89129376;0.6491526;3.4170141;-0.03337999;-1.2449211;-0.8453597;-0.37122095;-3.847332;1.9316678;-1.9418538;-1.8238645;0.030386029;-0.9180816;3.2368271;-0.7541767;0.03195103;-5.6996036;-2.6243596;-2.5134926;2.1807492;2.9460478;-0.22447154;3.319067;-0.39061892;-6.4351206;1.3081232;4.789436;-1.3874441;-0.14240767;3.9977553;1.1045539;3.0962715;-1.0081922;1.4161433;-3.9495895;-0.25582793;2.00971;0.61534727;3.5526094;1.418802;-3.317398;0.7916677;1.2406113;-0.27927744;2.5483212;-0.96324426;-4.2721133;-5.057434;0.5308238;-2.4142587;0.037484027;0.6965755;-1.9545043;3.0820792;0.39614865;0.6166464;-2.8157077;2.67743;-0.90664583;-4.422468;0.07133762;4.606454;-6.4592824;-4.7151027;-3.0880914;0.9355537;0.23536618;1.9207689;1.4793385;-1.7043663;-1.8416871;2.394736;-0.82825893;0.51213545;-4.2311606;-3.126081;-3.1768155;5.0709085;-3.5421128;-4.220495;-1.662474;2.8227258;-3.7599826;-0.7142448;-1.406571;2.0256329;-3.8823318;-0.16941817;-5.0790863;-2.6909516;4.1389995;0.39129746
processed_data\train\Pearlsugar\131.jpg;Pearlsugar;-11.521206;-36.34606;-5.28371;0.06643686;-10.089363;2.2214499;0.8014033;-3.026727;7.5541096;2.5322602;-1.1943815;4.5978274;1.4476374;-2.184383;0.42432725;5.850913;4.269376;3.5809493;6.924635;3.9560442;-1.6905745;2.3374777;4.3833594;4.781556;-1.9338348;6.633928;-3.4582388;-2.2419586;0.34989172;-2.1864476;3.8140464;-3.6864865;-5.476733;-3.7320745;-1.8170472;-4.250883;-0.05186773;3.515303;2.2458045;-0.38457966;2.5564907;-5.109112;2.3745675;6.095521;-7.4155893;-2.1550367;-1.451144;-3.339167;2.9990506;2.4208944;4.771381;-4.611554;-0.35248706;-0.32703954;-0.6728274;5.2895927;-4.838698;3.4005823;-0.68057084;-2.9634347;-4.053179;-1.4796655;6.7042775;1.2048428;2.9362938;-0.80136675;-0.44210368;-0.73237354;4.660259;-0.6864112;3.2873642;0.78737783;-3.0340638;-2.207622;-0.24257436;-1.5695895;2.0726664;-4.4439096;-0.4444673;-0.45606872;3.3249316;0.79203445;1.6708821;-0.59024614;0.5527782;4.5260534;-3.3193915;0.5171951;-1.8179115;-0.39321908;-1.7530472;0.890532;0.05545268;-1.2189015;-1.404511;2.0600157;-5.176282;4.046043;-0.12826923;-0.18784265;3.3099606;1.2668278;0.21187775;-3.3099966;-0.6853832;-4.201867;-5.0292635;-1.9614588;-0.9675989;3.2221322;-3.0834146;1.2481934;2.2328186;4.1877923;-3.1465514;-2.003182;-2.4442868;0.23032084;1.2357074;-3.707706;2.7673898;-1.9928814;-2.756139;-0.23172426;-1.7274846;3.1586025;1.3000146;4.454127;-0.23646955;2.0654843;2.6944625;1.9149597;4.529818;-4.0857863;0.33221418;-0.42587873;1.5706971;2.0174487;-1.911428;1.2692398;0.1435353;-1.4637645;-2.1096551;-6.9556994;-1.572249;8.601232;2.251389;-1.5390596;-0.006763007;-2.074486;-1.8778329;0.057689775;-1.0352751;0.77839506;1.1784842;0.3093066;1.0403095;1.904985;0.12546258;-1.6216381;-0.28369826;1.9466684;2.4237442;0.05240603;1.9625477;-1.0533352;2.3872015;5.1294727;-3.7004845;-2.138343;-3.15024;-3.8648555;-0.30931503;4.925808;2.5352154;0.15250523;0.98780847;4.4702816;1.6228006;2.9546125;-3.9386094;0.39742985;0.96777904;3.232256;-1.1582414;-1.0838692;1.0381405;-1.8506371;-1.2416178;-3.111902;-2.1502292;0.09166247;2.8009017;0.38840422;-4.1376762;-1.2876809;-1.0243729;-0.8328681;-5.6165853;-1.1445074
